Player Name,Team Name,Nationality,Height,Weight,Age,Foot,Rating,Primary position,Secondary positions,Backup positions,Overall Rating,League,Region,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,set_piece_taking,curl,defensive_awareness,tackling,aggression,defensive_engagement,speed,acceleration,kicking_power,jumping,physical_contact,balance,stamina,gk_awareness,gk_catching,gk_parrying,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance
J. Ćalušić,Konyaspor,Croatia,184,78,30,Left foot,C,CB,['Centre Back'],['Left Back'],72,Trendyol Süper Lig,Europe,51,66,64,52,64,65,72,64,59,71,65,74,62,61,70,66,66,66,69,54,70,40,40,40,40,40,Regularly,Very High,Standard,Medium
J. Radošević,Brøndby IF,Croatia,180,74,29,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",[],72,3F Superliga,Europe,57,68,54,64,68,65,60,66,63,59,62,74,79,74,69,62,72,66,72,63,73,40,40,40,40,40,Rarely,Medium,Standard,Low
M. Jakoliš,Melbourne City FC,Croatia,182,74,27,Right foot,C,LWF,['Left Wing Forward'],"['Right Back', 'Left Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Second Striker', 'Centre Forward']",71,AFC Champions League,Europe,68,66,67,62,61,58,66,56,58,54,52,55,61,60,80,72,63,65,61,60,75,40,40,40,40,40,Occasionally,Medium,Standard,High
M. Frigan,Westerlo GB,Croatia,185,78,20,Left foot,B,CF,['Centre Forward'],"['Left Wing Forward', 'Right Wing Forward', 'Second Striker']",71,Belgian League,Europe,70,65,62,59,60,56,70,63,54,53,48,43,51,56,74,71,72,61,58,61,65,40,40,40,40,40,Rarely,Medium,Standard,Medium
S. Biuk,Valladolid MB,Croatia,184,76,21,Right foot,C,LWF,"['Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Right Wing Forward']",[],71,Spanish 2nd Division,Europe,66,69,74,62,62,61,64,54,58,60,48,52,64,56,72,76,65,61,60,62,66,40,40,40,40,40,Occasionally,High,Standard,Medium
R. Pantalon,Rio Ave FC,Croatia,194,84,26,Right foot,C,CB,['Centre Back'],[],71,Liga Portugal Betclic,Europe,43,58,54,50,60,62,44,66,48,47,67,65,71,61,63,62,63,65,81,51,61,40,40,40,40,40,Rarely,Medium,Standard,Medium
Marko Bulat,Liège RW,Croatia,178,68,22,Right foot,B,DMF,['Defensive Midfielder'],"['Centre Midfielder', 'Attacking Midfielder']",71,Belgian League,Europe,60,68,61,66,72,71,56,59,63,72,64,66,67,68,64,69,68,64,60,65,78,40,40,40,40,40,Rarely,High,Standard,Low
A. Halilović,Fortuna Sittard,Croatia,170,61,27,Left foot,C,AMF,"['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward']","['Left Wing Forward', 'Second Striker', 'Centre Forward']",71,Eredivisie,Europe,65,74,67,70,72,75,64,49,61,66,44,46,55,47,67,71,65,57,52,71,69,40,40,40,40,40,Occasionally,Medium,Inconsistent,Medium
Luka Vušković,Westerlo GB,Croatia,193,86,16,Right foot,B,CB,['Centre Back'],[],70,Belgian League,Europe,52,60,54,56,57,60,53,69,58,54,66,64,68,67,65,58,69,64,75,53,73,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
J. Medić,AFC Ajax,Croatia,193,91,25,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],70,Eredivisie,Europe,53,61,55,60,60,64,52,69,53,58,67,67,63,73,64,59,72,64,72,54,68,40,40,40,40,40,Rarely,Medium,Standard,Medium
T. Teklić,Trabzonspor,Croatia,182,76,24,Left foot,C,AMF,['Attacking Midfielder'],"['Centre Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Second Striker']",70,Trendyol Süper Lig,Europe,66,71,68,66,69,66,65,50,63,66,49,54,62,56,66,69,74,59,58,70,72,40,40,40,40,40,Occasionally,High,Standard,Medium
S. Radić,Viborg FF,Croatia,191,83,23,Right foot,D,CB,['Centre Back'],[],70,3F Superliga,Europe,46,53,50,47,57,62,46,66,46,60,70,70,71,64,62,59,61,62,74,53,64,40,40,40,40,40,Occasionally,Medium,Standard,Medium
D. Kolinger,Vejle BK,Croatia,199,92,29,Right foot,C,CB,['Centre Back'],[],70,3F Superliga,Europe,55,55,52,49,54,58,44,69,45,50,65,67,75,68,57,60,60,66,78,55,60,40,40,40,40,40,Rarely,Medium,Standard,Medium
A. Palaversa,ESTAC Troyes,Croatia,187,77,23,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],70,Ligue 2 BKT,Europe,60,68,62,70,71,73,58,60,65,64,64,62,67,69,60,55,71,60,71,59,71,40,40,40,40,40,Rarely,High,Standard,Low
P. Schick,Free Agents,Czechia,186,73,27,Left foot,C,CF,['Centre Forward'],"['Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward', 'Second Striker']",79,Free Agent,Europe,77,76,71,73,68,61,77,71,62,67,48,49,56,56,70,62,78,67,73,57,63,40,40,40,40,40,Rarely,High,Unwavering,Low
T. Souček,West Ham RB,Czechia,192,86,28,Right foot,C,DMF,['Defensive Midfielder'],"['Centre Midfielder', 'Attacking Midfielder']",77,English League,Europe,65,67,65,70,72,71,62,79,55,59,67,68,71,75,65,60,69,77,78,55,83,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
T. Holeš,Free Agents,Czechia,180,73,30,Right foot,C,CB,"['Centre Back', 'Right Back', 'Defensive Midfielder']","['Left Back', 'Centre Midfielder', 'Right Midfielder']",76,Free Agent,Europe,56,61,63,59,68,63,58,64,53,52,71,72,78,76,62,69,64,78,72,73,83,40,40,40,40,40,Occasionally,Very High,Unwavering,Medium
J. Kuchta,Free Agents,Czechia,184,79,26,Right foot,C,CF,['Centre Forward'],"['Right Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",75,Free Agent,Europe,73,64,61,60,58,53,73,64,51,54,52,49,62,64,70,74,69,73,71,70,69,40,40,40,40,40,Occasionally,Medium,Unwavering,Medium
A. Hložek,Free Agents,Czechia,188,86,21,Right foot,C,CF,"['Attacking Midfielder', 'Left Wing Forward', 'Second Striker', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Right Wing Forward']",75,Free Agent,Europe,63,72,73,64,60,55,72,60,58,60,48,45,51,56,70,75,80,64,66,71,62,40,40,40,40,40,Occasionally,Very High,Inconsistent,Low
V. Coufal,West Ham RB,Czechia,179,76,31,Right foot,C,RB,"['Right Back', 'Right Midfielder']",['Left Back'],75,English League,Europe,60,69,68,65,63,74,55,61,53,62,62,68,68,77,75,71,62,73,64,75,83,40,40,40,40,40,Almost Never,Medium,Unwavering,High
A. Barák,Firenze V,Czechia,190,86,29,Left foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Second Striker', 'Centre Forward']",75,Italian League,Europe,68,75,71,73,72,69,68,72,67,65,56,59,61,58,63,62,72,69,74,61,74,40,40,40,40,40,Rarely,High,Standard,Medium
J. Staněk,Free Agents,Czechia,192,84,27,Right foot,C,GK,['Goalkeeper'],[],75,Free Agent,Europe,40,48,42,41,49,53,40,45,48,40,43,42,45,59,50,46,70,60,69,50,48,74,70,69,72,74,Rarely,Medium,Unwavering,High
L. Provod,Free Agents,Czechia,189,84,27,Left foot,C,CMF,"['Centre Midfielder', 'Left Wing Forward']","['Left Back', 'Defensive Midfielder', 'Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",74,Free Agent,Europe,60,71,72,66,69,70,63,62,68,71,60,60,66,71,73,65,76,57,71,59,80,40,40,40,40,40,Occasionally,Very High,Unwavering,Low
V. Černý,Rangers FC,Czechia,178,68,26,Left foot,D,RWF,"['Left Wing Forward', 'Right Wing Forward']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",74,cinch Scottish Premiership,Europe,67,71,75,68,67,65,66,56,59,64,52,56,62,53,76,73,66,63,60,70,67,40,40,40,40,40,Rarely,Medium,Inconsistent,Medium
D. Jurásek,Free Agents,Czechia,182,77,23,Left foot,C,LB,['Left Back'],"['Right Back', 'Left Midfielder', 'Left Wing Forward']",73,Free Agent,Europe,58,65,64,60,64,67,55,59,53,64,60,62,72,67,77,74,70,66,69,61,76,40,40,40,40,40,Almost Never,Medium,Inconsistent,High
P. Ševčík,Free Agents,Czechia,172,65,29,Left foot,C,CMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Left Midfielder', 'Right Midfielder']",73,Free Agent,Europe,60,72,74,70,73,70,62,56,59,61,55,58,61,69,62,73,74,61,58,70,80,40,40,40,40,40,Regularly,High,Standard,Low
M. Kovář,Free Agents,Czechia,196,82,23,Right foot,C,GK,['Goalkeeper'],[],73,Free Agent,Europe,40,49,44,47,52,54,40,47,48,44,44,42,46,60,54,48,72,63,66,51,48,69,68,66,69,71,Rarely,Medium,Standard,Medium
P. Bucha,Cincinnati OB,Czechia,177,73,25,Right foot,C,CMF,['Centre Midfielder'],"['Defensive Midfielder', 'Attacking Midfielder']",73,American League,Europe,58,67,67,69,72,73,60,60,60,62,60,69,72,69,64,69,68,65,61,70,78,40,40,40,40,40,Occasionally,High,Unwavering,Medium
J. Jankto,Cagliari RB,Czechia,184,74,27,Left foot,C,LMF,"['Centre Midfielder', 'Left Midfielder', 'Attacking Midfielder']","['Left Back', 'Right Midfielder', 'Left Wing Forward', 'Second Striker']",73,Italian League,Europe,65,72,71,68,67,69,64,58,63,68,57,60,58,62,73,70,71,59,60,68,73,40,40,40,40,40,Rarely,Medium,Standard,High
T. Vaclík,Albacete BN,Czechia,188,85,34,Right foot,C,GK,['Goalkeeper'],[],73,Spanish 2nd Division,Europe,40,49,40,44,51,56,40,41,49,41,43,44,42,58,51,47,70,67,71,50,53,72,70,67,70,67,Rarely,Medium,Unwavering,Low
P. Šulc,Free Agents,Czechia,177,76,23,Right foot,C,AMF,['Attacking Midfielder'],"['Centre Midfielder', 'Second Striker']",72,Free Agent,Europe,64,70,72,67,70,67,69,56,67,68,51,52,59,58,69,74,71,60,65,68,71,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
M. Chytil,Free Agents,Czechia,187,77,24,Right foot,C,CF,"['Second Striker', 'Centre Forward']",['Attacking Midfielder'],72,Free Agent,Europe,71,61,63,64,59,57,72,71,56,53,44,45,51,54,67,69,71,63,71,56,67,40,40,40,40,40,Rarely,Medium,Standard,Medium
D. Douděra,Free Agents,Czechia,175,69,25,Right foot,C,RMF,"['Right Back', 'Right Midfielder']","['Left Midfielder', 'Right Wing Forward']",72,Free Agent,Europe,58,66,69,60,64,66,57,53,54,57,53,55,60,65,81,79,62,69,58,66,79,40,40,40,40,40,Rarely,Medium,Unwavering,High
M. Jurásek,Free Agents,Czechia,181,73,20,Left foot,C,RWF,"['Right Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Left Wing Forward', 'Second Striker']",72,Free Agent,Europe,60,71,73,67,64,68,64,54,64,69,50,49,52,59,74,78,63,57,56,69,63,40,40,40,40,40,Almost Never,Medium,Standard,High
O. Lingr,Feyenoord Rotterdam,Czechia,174,69,25,Right foot,C,AMF,"['Right Midfielder', 'Attacking Midfielder']","['Centre Midfielder', 'Left Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",72,Eredivisie,Europe,65,73,70,70,69,67,64,57,70,68,51,55,67,69,67,73,69,66,66,72,75,40,40,40,40,40,Occasionally,Medium,Standard,High
D. Zima,Free Agents,Czechia,190,80,23,Right foot,C,CB,"['Centre Back', 'Defensive Midfielder']",[],72,Free Agent,Europe,52,59,54,60,60,63,50,63,49,54,70,71,72,69,69,64,59,61,73,53,65,40,40,40,40,40,Rarely,Medium,Standard,Medium
L. Krejčí,Free Agents,Czechia,191,86,24,Left foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']","['Centre Back', 'Right Midfielder', 'Attacking Midfielder']",72,Free Agent,Europe,59,66,58,61,67,65,56,78,56,53,66,66,80,72,64,58,62,61,78,53,74,40,40,40,40,40,Rarely,Low,Unwavering,Low
V. Hladký,Burnley RB,Czechia,192,80,33,Right foot,C,GK,['Goalkeeper'],[],72,English League,Europe,40,48,40,43,56,58,40,41,48,51,48,41,53,58,51,48,64,61,68,48,51,69,64,71,70,71,Rarely,Low,Standard,High
M. Sadílek,FC Twente Enschede,Czechia,169,67,24,Left foot,C,CMF,['Centre Midfielder'],"['Left Back', 'Defensive Midfielder', 'Attacking Midfielder']",72,Eredivisie,Europe,61,72,67,71,71,70,60,58,70,73,62,67,72,65,67,73,61,64,60,71,75,40,40,40,40,40,Rarely,Medium,Standard,Medium
T. Petrášek,Jeonbuk Hyundai Motors,Czechia,199,99,31,Right foot,C,CB,['Centre Back'],[],71,AFC Champions League,Europe,51,53,48,55,52,49,49,71,48,50,67,68,65,64,62,52,62,69,85,52,69,40,40,40,40,40,Rarely,Medium,Standard,Low
R. Hranáč,Free Agents,Czechia,190,85,23,Right foot,C,CB,['Centre Back'],"['Right Back', 'Defensive Midfielder']",71,Free Agent,Europe,53,55,54,56,60,64,51,75,52,45,71,69,71,70,62,54,64,68,75,63,66,40,40,40,40,40,Rarely,Medium,Unwavering,High
T. Chorý,Free Agents,Czechia,200,90,28,Right foot,C,CF,['Centre Forward'],"['Attacking Midfielder', 'Second Striker']",71,Free Agent,Europe,69,63,60,57,60,53,69,74,59,59,42,45,63,56,57,59,71,60,84,56,65,40,40,40,40,40,Occasionally,Very High,Standard,Medium
T. Vlček,Free Agents,Czechia,181,76,22,Right foot,C,CB,['Centre Back'],"['Left Back', 'Right Back', 'Defensive Midfielder']",71,Free Agent,Europe,54,60,57,62,66,63,55,69,51,56,67,66,71,73,66,70,55,75,68,66,71,40,40,40,40,40,Occasionally,High,Inconsistent,Medium
A. Matějů,Spezia Calcio,Czechia,184,79,27,Right foot,C,RB,"['Left Back', 'Right Back']","['Centre Back', 'Left Midfielder', 'Right Midfielder']",71,Serie BKT,Europe,59,63,63,65,62,65,54,60,53,60,61,63,68,65,72,74,64,68,69,61,75,40,40,40,40,40,Occasionally,High,Standard,High
J. Král,Eupen ZW,Czechia,194,88,24,Left foot,C,CB,['Centre Back'],"['Defensive Midfielder', 'Centre Forward']",70,Belgian League,Europe,56,65,58,61,62,60,60,67,51,59,69,64,65,64,61,58,63,62,75,55,69,40,40,40,40,40,Rarely,High,Standard,Medium
M. Vitík,Free Agents,Czechia,192,83,20,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],70,Free Agent,Europe,52,61,54,55,62,61,52,70,47,60,69,70,71,66,63,56,59,60,75,51,56,40,40,40,40,40,Almost Never,Medium,Standard,Medium
L. Horníček,Sporting Braga,Czechia,195,80,21,Right foot,C,GK,['Goalkeeper'],[],70,Liga Portugal Betclic,Europe,40,46,40,40,48,52,40,43,48,40,44,40,45,58,50,51,66,61,68,48,48,69,63,62,70,67,Rarely,Medium,Standard,Medium
L. Červ,Free Agents,Czechia,181,75,22,Right foot,C,CMF,['Centre Midfielder'],"['Defensive Midfielder', 'Attacking Midfielder']",70,Free Agent,Europe,60,66,63,60,71,64,60,65,60,56,60,61,67,64,64,68,69,67,70,68,80,40,40,40,40,40,Rarely,Very High,Unwavering,High
T. Ostrák,St. Louis PB,Czechia,176,75,23,Right foot,C,AMF,"['Right Midfielder', 'Attacking Midfielder']","['Centre Midfielder', 'Left Midfielder', 'Second Striker']",69,American League,Europe,64,70,69,63,70,67,62,51,60,59,49,52,55,51,70,76,63,56,59,71,72,40,40,40,40,40,Occasionally,High,Standard,Medium
D. Samek,Lecce GR,Czechia,184,80,19,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",['Centre Back'],69,Italian League,Europe,57,66,60,61,70,69,58,67,59,60,67,67,71,65,61,62,71,62,67,60,67,40,40,40,40,40,Rarely,Medium,Standard,Medium
M. Hanousek,MKE Ankaragücü,Czechia,182,74,30,Left foot,C,LB,"['Left Back', 'Left Midfielder']",[],69,Trendyol Süper Lig,Europe,54,60,62,54,60,63,50,55,53,62,57,61,62,66,81,73,60,72,59,61,77,40,40,40,40,40,Almost Never,Medium,Standard,Medium
V. Jaroš,Free Agents,Czechia,190,74,22,Right foot,C,GK,['Goalkeeper'],[],68,Free Agent,Europe,40,43,40,41,46,50,40,40,43,43,41,40,50,58,51,52,65,60,67,54,48,66,63,63,70,69,Rarely,Medium,Standard,Medium
J. Žambůrek,Heracles Almelo,Czechia,182,70,22,Left foot,C,CMF,['Centre Midfielder'],"['Defensive Midfielder', 'Attacking Midfielder', 'Left Wing Forward']",68,Eredivisie,Europe,56,66,65,60,68,64,54,54,61,67,58,63,65,62,71,68,70,63,62,69,78,40,40,40,40,40,Rarely,Medium,Standard,Medium
S. Simič,Eibar AR,Czechia,189,79,28,Right foot,C,CB,"['Centre Back', 'Right Back']",['Right Midfielder'],68,Spanish 2nd Division,Europe,49,57,53,52,60,60,56,65,53,52,66,65,70,65,64,62,61,64,71,53,64,40,40,40,40,40,Almost Never,Low,Standard,High
R. Macek,FC Lugano,Czechia,188,73,26,Right foot,C,CMF,"['Centre Midfielder', 'Right Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Left Midfielder', 'Right Wing Forward', 'Second Striker']",67,Credit Suisse Super League,Europe,61,73,66,67,71,69,55,54,52,60,60,54,57,63,66,59,67,54,61,52,68,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
A. Gabriel,FC Midtjylland,Czechia,190,79,22,Right foot,C,RB,"['Centre Back', 'Right Back']",['Right Midfielder'],66,3F Superliga,Europe,59,65,61,59,60,67,58,69,52,60,70,62,63,64,72,56,64,55,65,49,68,40,40,40,40,40,Rarely,Low,Standard,Low
D. Macej,Frosinone GA,Czechia,185,78,19,Right foot,C,CB,['Centre Back'],[],64,Italian League,Europe,43,53,46,48,55,54,42,63,48,50,65,69,68,65,58,58,65,62,68,50,54,40,40,40,40,40,Rarely,Medium,Standard,Medium
D. Medenica,Getafe A,Czechia,180,78,17,Right foot,C,GK,['Goalkeeper'],[],62,Spanish League,Europe,40,48,40,43,53,55,40,40,48,42,45,45,44,58,53,53,62,64,60,50,53,62,62,61,64,62,Rarely,Medium,Standard,Medium
R. Højlund,Manchester United FC,Denmark,191,79,20,Left foot,C,CF,['Centre Forward'],['Second Striker'],78,English League,Europe,71,69,69,67,62,58,72,64,53,56,43,45,75,56,79,78,79,61,77,60,71,40,40,40,40,40,Rarely,High,Standard,Medium
A. Christensen,FC Barcelona,Denmark,188,78,27,Right foot,C,CB,"['Centre Back', 'Defensive Midfielder']",['Right Back'],78,Spanish League,Europe,53,66,60,67,70,65,50,73,53,57,75,77,74,79,69,62,68,76,72,61,72,40,40,40,40,40,Rarely,Medium,Standard,Medium
J. Mæhle,Free Agents,Denmark,185,79,26,Right foot,C,LB,"['Left Back', 'Right Back', 'Left Midfielder', 'Right Midfielder']",[],77,Free Agent,Europe,65,69,72,67,68,70,60,60,55,61,63,63,71,72,79,75,66,67,70,62,80,40,40,40,40,40,Occasionally,Medium,Unwavering,High
J. Andersen,Crystal Palace RB,Denmark,192,87,27,Right foot,C,CB,['Centre Back'],[],77,English League,Europe,51,63,57,60,67,75,51,71,53,60,73,73,78,74,59,62,69,73,77,54,75,40,40,40,40,40,Rarely,High,Standard,Medium
P. Højbjerg,Tottenham WB,Denmark,185,85,28,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder']",['Attacking Midfielder'],77,English League,Europe,58,72,70,77,75,74,60,58,64,67,65,74,83,77,60,62,77,62,70,58,77,40,40,40,40,40,Rarely,High,Standard,High
C. Eriksen,Manchester United FC,Denmark,182,76,31,Right foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']",[],77,English League,Europe,67,82,69,79,82,81,64,53,79,81,56,60,53,60,58,61,74,53,58,69,72,40,40,40,40,40,Occasionally,Very High,Standard,Medium
S. Kjær,AC Milan,Denmark,190,86,34,Right foot,C,CB,['Centre Back'],[],77,Italian League,Europe,52,63,57,60,69,68,54,73,56,60,76,74,80,75,59,56,69,72,78,56,67,40,40,40,40,40,Rarely,Medium,Unwavering,Low
M. Hjulmand,Sporting CP,Denmark,185,78,24,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']",[],76,Liga Portugal Betclic,Europe,59,71,64,70,72,72,58,60,58,65,70,74,77,73,63,60,72,65,71,60,79,40,40,40,40,40,Rarely,Medium,Unwavering,High
J. Lindstrøm,Napoli A,Denmark,181,63,23,Right foot,C,AMF,"['Centre Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Left Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker', 'Centre Forward']",76,Italian League,Europe,65,77,72,78,74,70,69,58,69,70,52,56,58,74,74,79,60,66,57,77,68,40,40,40,40,40,Rarely,High,Inconsistent,Medium
A. Bah,SL Benfica,Denmark,183,75,26,Right foot,C,RB,"['Right Back', 'Right Midfielder', 'Right Wing Forward']","['Left Midfielder', 'Left Wing Forward', 'Centre Forward']",76,Liga Portugal Betclic,Europe,60,69,68,59,68,64,54,53,59,63,62,62,64,63,83,83,69,70,60,65,79,40,40,40,40,40,Rarely,High,Standard,High
A. Dreyer,Anderlecht PW,Denmark,172,70,25,Left foot,C,RWF,"['Attacking Midfielder', 'Right Wing Forward']","['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Left Wing Forward', 'Second Striker', 'Centre Forward']",76,Belgian League,Europe,71,72,73,70,65,62,70,54,68,72,46,44,47,56,75,78,73,51,58,79,73,40,40,40,40,40,Rarely,High,Standard,Medium
J. Wind,Free Agents,Denmark,190,82,24,Right foot,C,CF,"['Attacking Midfielder', 'Second Striker', 'Centre Forward']","['Right Midfielder', 'Left Wing Forward']",76,Free Agent,Europe,71,73,69,71,67,62,72,73,68,65,46,48,54,71,65,63,71,71,78,56,69,40,40,40,40,40,Rarely,High,Unwavering,Medium
C. Nørgaard,Brentford RW,Denmark,187,77,29,Right foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder']","['Centre Back', 'Attacking Midfielder']",76,English League,Europe,60,72,65,72,74,73,58,65,58,61,69,72,77,76,60,62,65,63,72,64,76,40,40,40,40,40,Rarely,High,Unwavering,Low
M. Jensen,Brentford RW,Denmark,180,68,27,Right foot,C,CMF,['Centre Midfielder'],"['Defensive Midfielder', 'Attacking Midfielder']",76,English League,Europe,61,72,71,76,75,74,61,51,69,69,62,67,70,72,71,67,68,60,63,70,78,40,40,40,40,40,Occasionally,High,Unwavering,Medium
V. Nelsson,Galatasaray SK,Denmark,185,78,25,Right foot,C,CB,['Centre Back'],['Defensive Midfielder'],76,Trendyol Süper Lig,Europe,49,59,53,58,62,67,57,68,54,60,74,71,74,71,62,68,60,75,76,62,70,40,40,40,40,40,Rarely,Medium,Unwavering,High
A. Skov Olsen,Brugge BZ,Denmark,187,75,24,Left foot,C,RWF,"['Right Midfielder', 'Right Wing Forward']","['Left Midfielder', 'Left Wing Forward', 'Second Striker', 'Centre Forward']",76,Belgian League,Europe,70,69,73,66,61,68,69,56,73,71,45,46,51,56,75,81,79,58,64,70,70,40,40,40,40,40,Rarely,High,Standard,Low
F. Rønnow,Free Agents,Denmark,190,80,31,Right foot,C,GK,['Goalkeeper'],[],76,Free Agent,Europe,40,53,43,44,53,53,40,49,54,43,46,43,45,59,48,51,71,64,65,54,53,73,71,69,74,77,Almost Never,Medium,Unwavering,Medium
Y. Poulsen,Free Agents,Denmark,192,84,29,Right foot,C,CF,"['Left Wing Forward', 'Right Wing Forward', 'Second Striker', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",76,Free Agent,Europe,69,70,67,69,68,58,69,79,53,59,53,56,70,66,79,66,70,82,69,54,79,40,40,40,40,40,Rarely,High,Standard,Low
P. Billing,Bournemouth RB,Denmark,193,83,27,Left foot,C,CMF,"['Defensive Midfielder', 'Centre Midfielder', 'Attacking Midfielder']","['Left Midfielder', 'Second Striker']",76,English League,Europe,67,70,69,74,75,72,66,68,65,68,64,67,73,71,64,58,77,58,76,55,74,40,40,40,40,40,Rarely,Medium,Standard,High
T. Delaney,F.C. København,Denmark,182,79,32,Left foot,C,DMF,"['Defensive Midfielder', 'Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']",['Centre Back'],76,3F Superliga,Europe,59,65,59,62,70,71,59,70,59,62,73,75,78,75,62,61,72,74,72,62,78,40,40,40,40,40,Regularly,High,Standard,Low
K. Schmeichel,Celtic FC,Denmark,189,89,37,Right foot,B,GK,['Goalkeeper'],[],76,cinch Scottish Premiership,Europe,40,53,40,44,58,60,40,40,53,40,48,43,48,58,50,51,70,61,74,48,53,73,71,70,76,72,Rarely,Medium,Standard,Medium
C. Nielsen,Brugge BZ,Denmark,182,76,29,Right foot,D,CMF,"['Centre Midfielder', 'Left Midfielder', 'Right Midfielder', 'Attacking Midfielder']","['Defensive Midfielder', 'Right Wing Forward', 'Second Striker']",75,Belgian League,Europe,68,72,67,68,72,74,64,60,69,71,60,63,66,71,65,68,70,64,64,69,79,40,40,40,40,40,Rarely,Medium,Unwavering,Medium
R. Kristensen,Roma GR,Denmark,187,83,26,Right foot,C,RB,['Right Back'],"['Left Back', 'Right Midfielder']",75,Italian League,Europe,60,65,64,65,67,69,54,66,54,65,62,64,76,71,73,70,69,69,73,65,84,40,40,40,40,40,Rarely,Medium,Standard,Medium
M. Ingvartsen,FC Nordsjælland,Denmark,187,76,27,Left foot,D,CF,"['Attacking Midfielder', 'Left Wing Forward', 'Second Striker', 'Centre Forward']","['Centre Midfielder', 'Left Midfielder', 'Right Wing Forward']",75,3F Superliga,Europe,69,67,71,60,62,60,73,61,66,68,52,48,60,56,66,76,73,59,69,70,75,40,40,40,40,40,Almost Never,Medium,Unwavering,Low
K. Dolberg,Anderlecht PW,Denmark,187,84,26,Right foot,C,CF,['Centre Forward'],"['Attacking Midfielder', 'Left Wing Forward', 'Right Wing Forward', 'Second Striker']",75,Belgian League,Europe,72,70,69,63,61,59,72,67,61,63,44,45,53,56,69,67,75,69,72,60,69,40,40,40,40,40,Rarely,Medium,Inconsistent,Low
M. Braithwaite,Llobregat AB,Denmark,177,73,32,Right foot,C,CF,"['Left Wing Forward', 'Centre Forward']","['Left Midfielder', 'Right Midfielder', 'Right Wing Forward', 'Second Striker']",75,Spanish 2nd Division,Europe,70,72,70,63,61,60,72,66,67,64,42,47,58,63,74,73,68,73,67,65,67,40,40,40,40,40,Occasionally,High,Standard,High
A. Cornelius,F.C. København,Denmark,193,91,30,Left foot,C,CF,['Centre Forward'],['Second Striker'],75,3F Superliga,Europe,77,66,58,60,61,58,74,81,57,53,44,46,59,61,63,52,76,71,81,54,67,40,40,40,40,40,Rarely,High,Standard,Low
D. Wass,Brøndby IF,Denmark,181,74,34,Right foot,A,CMF,"['Right Back', 'Centre Midfielder', 'Right Midfielder', 'Attacking Midfielder', 'Right Wing Forward']",['Defensive Midfielder'],75,3F Superliga,Europe,60,71,66,69,72,75,63,58,72,76,66,67,69,69,66,60,78,62,67,70,76,40,40,40,40,40,Rarely,High,Unwavering,Medium
A. Scholz,Urawa Reds,Denmark,189,84,31,Right foot,C,CB,['Centre Back'],['Right Back'],74,AFC Champions League,Europe,54,63,56,59,63,65,62,69,60,58,73,70,72,74,62,59,71,63,77,54,70,40,40,40,40,40,Rarely,Medium,Standard,Medium
F. Jørgensen,Villarreal A,Denmark,190,82,21,Right foot,C,GK,['Goalkeeper'],[],74,Spanish League,Europe,40,53,40,42,53,58,40,43,48,43,43,41,42,58,52,51,65,67,62,52,48,72,69,68,70,73,Rarely,Medium,Standard,Medium
